
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1728                            322   1      2   2   1 B           1 0 UB4D1_B13           (4347-598-13)
20-0073                          D1728                            322   1      3   3   1 G           2 0 UB4D1_G13           (4347-597-13)
20-0073                          D1728                            322   1      4   4   1 R           3 0 UB4D1_R13           (4347-596-13)
20-0073                          D1729                            482   1      1   1   1 1           4 0 UB4_MUL4            (4495-29-13)
20-0073                          D1729                            482   1      2   2   1 B           1 0 UB4D1_B0            (4347-553-13)
20-0073                          D1729                            482   1      3   3   1 G           2 0 UB4D1_G0            (4347-552-13)
20-0073                          D1729                            482   1      4   4   1 R           3 0 UB4D1_R0            (4347-551-13)
20-0073                          D1730                            122   1      1   1   1 1           4 0 UB4_MUL4            (4495-29-13)
20-0073                          D1730                            122   1      2   2   1 B           1 0 UB4D1_B3            (4347-556-13)
20-0073                          D1730                            122   1      3   3   1 G           2 0 UB4D1_G3            (4347-555-13)
20-0073                          D1730                            122   1      4   4   1 R           3 0 UB4D1_R3            (4347-554-13)
20-0073                          D1731                            522   1      1   1   1 1           4 0 UB4_MUL4            (4495-29-13)
20-0073                          D1731                            522   1      2   2   1 B           1 0 UB4D1_B1            (4347-559-13)
20-0073                          D1731                            522   1      3   3   1 G           2 0 UB4D1_G1            (4347-558-13)
20-0073                          D1731                            522   1      4   4   1 R           3 0 UB4D1_R1            (4347-557-13)
20-0073                          D1732                            247   1      1   1   1 1           4 0 UB4_MUL4            (4495-29-13)
